id,score,mae_cursor_position,down_time_max,down_time_mean,down_time_std,action_time_mean,action_time_std,word_count_max,word_count_mean,word_count_std,activity_input,activity_movefrom,activity_nonproduction,activity_paste,activity_removecut,activity_replace,down_event_alphanumeric,down_event_control_keys,down_event_special_character,down_event_unknown,text_change_many_q,text_change_nochange,text_change_not_q,text_change_single_q,text_change_replacements
0178a105,3.0,798.5037724898433,1782003,865000.9338363319,469054.80625816504,135.84184561810795,151.94973846824965,286,153.3978525827046,79.1836166810079,0.7092280905397562,0.0,0.034822983168891465,0.0002901915264074289,0.2547881601857226,0.0008705745792222867,0.567034242600116,0.4187463726059199,0.014219384793964016,0.0,0.0005803830528148578,0.034822983168891465,0.19413813116656994,0.7695879280325014,0.0008705745792222867
0182aa1c,4.0,636.6810620601408,1757904,750923.826615483,433855.2874636083,96.01823416506718,52.131482881353314,406,190.1919385796545,116.30094869687316,0.8576455534229047,0.0,0.025591810620601407,0.0,0.1164427383237364,0.0003198976327575176,0.6874600127959053,0.29942418426103645,0.013115802943058221,0.0,0.0006397952655150352,0.025591810620601407,0.19001919385796545,0.7834293026231606,0.0003198976327575176
0190ff4c,4.0,130.42663891779395,1661079,796372.3277835588,399694.76479966973,98.37773152965661,28.531978524022815,299,147.70343392299688,84.18525516726402,0.9146722164412071,0.0,0.023933402705515087,0.0,0.061394380853277836,0.0,0.7268470343392299,0.25806451612903225,0.015088449531737774,0.0,0.0,0.023933402705515087,0.19979188345473464,0.7762747138397502,0.0
01963e20,4.5,1325.0462519936204,1796804,1221823.0303030303,328217.8978481672,94.34848484848484,68.16318295945015,414,194.23345295055822,126.47593541303891,0.7605661881977671,0.0,0.023923444976076555,0.0,0.21431419457735248,0.0011961722488038277,0.6208133971291866,0.36483253588516745,0.014354066985645933,0.0,0.0007974481658692185,0.023923444976076555,0.18341307814992025,0.7906698564593302,0.0011961722488038277
019737b6,3.5,667.2786825913862,1793063,530513.8811074919,341163.0830438626,86.89685124864278,63.748446816620785,636,308.7870068765834,188.51691922441097,0.741042345276873,0.0,0.18295331161780673,0.0,0.07564241766196164,0.0003619254433586681,0.5988056460369164,0.3879840752804922,0.013210278682591387,0.0,0.00018096272167933406,0.18295331161780673,0.15580890336590664,0.6606948968512486,0.0003619254433586681
01992d32,4.0,573.0505857294995,1799899,760148.7100638978,477991.9149649769,135.2755591054313,115.35569468947119,537,276.3876464323749,155.79433640584296,0.8982960596379127,0.0,0.01703940362087327,0.0,0.08306709265175719,0.001597444089456869,0.7145899893503728,0.2681043663471778,0.017305644302449415,0.0,0.0,0.01703940362087327,0.2036741214057508,0.777689030883919,0.001597444089456869
01c359fc,3.5,217.81424676209951,1789274,727123.9151329243,453993.73583629617,126.43626448534424,46.292719533934466,430,233.9850034083163,127.08925447167024,0.8616223585548739,0.0,0.05282890252215405,0.0,0.08554873892297205,0.0,0.6666666666666666,0.3094751192910702,0.023858214042263123,0.0,0.0,0.05282890252215405,0.22119972733469667,0.7259713701431493,0.0
01d0ba4b,1.5,124.50396583282489,1336962,964262.2727272727,269298.0709603608,22.009151921903598,60.21302670768066,229,113.25991458206224,66.31472706630046,0.9273947528981086,0.0,0.0036607687614399025,0.0,0.06894447834045149,0.0,0.7571690054911532,0.22818791946308725,0.01464307504575961,0.0,0.0,0.0036607687614399025,0.18608907870652838,0.8102501525320317,0.0
01d602a7,4.5,399.90232297788975,1896113,1095681.6719843268,581985.9996949317,145.40862020710887,50.09803774518109,487,231.71956339210746,143.08302177591162,0.8793730758466275,0.0,0.020431010355443605,0.0,0.10019591379792891,0.0,0.7044500419815282,0.27511894766302825,0.020431010355443605,0.0,0.0,0.020431010355443605,0.1945144136579905,0.7850545759865659,0.0
0249a095,5.0,712.8743047830923,1800788,945277.3292547275,606196.2517177699,92.03578049684835,59.45998112620207,500,322.5791620318873,170.22682193569054,0.589173155357805,0.0,0.3385242862439748,0.0,0.07211716722284019,0.0001853911753800519,0.4686688913607712,0.5218761586948462,0.009454949944382647,0.0,0.0,0.3385242862439748,0.13440860215053763,0.5268817204301075,0.0001853911753800519
0262bf61,4.5,752.7330031517334,1796999,819029.4894191806,441328.8806723701,78.75258892390815,60.923466658900885,447,227.5760918505178,130.6459458121894,0.7393066186402522,0.0,0.11233678523187754,0.0,0.14835659612787033,0.0,0.59995497523638,0.38316073840612336,0.016884286357496624,0.0,0.00022512381809995497,0.11233678523187754,0.1605132823052679,0.7269248086447546,0.0
026be946,5.0,244.61733517750116,1791707,753457.9767173813,464342.63050914725,90.76440756108806,74.68857057308836,712,373.7136929460581,207.05835343261387,0.9232365145228216,0.0,0.04495159059474412,0.0,0.031581373905025356,0.0002305209774089442,0.7351313969571232,0.24734900875979715,0.01751959428307976,0.0,0.0,0.04495159059474412,0.19479022591055786,0.760027662517289,0.0002305209774089442
0294b4f5,2.5,145.28245892951776,1774945,984806.4297827239,456501.7593560157,60.31690514043455,18.739641758516893,205,111.19607843137256,61.9222541785737,0.8516163222045575,0.0,0.03232644409114997,0.0,0.11605723370429252,0.0,0.708532061473238,0.2766295707472178,0.01483836777954425,0.0,0.0,0.03232644409114997,0.16534181240063592,0.8023317435082141,0.0
02a41d1a,3.0,395.7720700152207,1858764,896357.4908675799,413404.1942173463,155.8877473363775,537.540052379582,269,141.6990106544901,80.42971031445235,0.7952815829528158,0.0,0.04604261796042618,0.0,0.15753424657534246,0.001141552511415525,0.6385083713850838,0.3439878234398782,0.01750380517503805,0.0,0.0,0.04604261796042618,0.1830289193302892,0.7697869101978692,0.001141552511415525
02cf6a52,3.5,250.04048780487804,1360393,566297.6395121951,371547.070851969,129.9790243902439,53.00007872241442,282,142.45658536585367,83.35581337422404,0.8887804878048781,0.0,0.020975609756097562,0.0,0.08926829268292683,0.000975609756097561,0.7117073170731707,0.2678048780487805,0.02048780487804878,0.0,0.0,0.020975609756097562,0.1980487804878049,0.78,0.000975609756097561
02d3c9fc,4.0,618.049641478213,1770369,555949.0474351903,339210.0077089249,107.89023717595146,194.04306121057598,284,145.96635410921124,84.58598872349614,0.6693325979040264,0.0,0.1908439051296194,0.0002757859900717044,0.13734142305570876,0.002206287920573635,0.5471594043022614,0.43849972421400996,0.014340871483728626,0.0,0.0019305019305019305,0.1908439051296194,0.15002757859900717,0.6549917264202979,0.002206287920573635
02e86b6a,4.0,1247.8206731653486,1834048,926703.426889829,534305.0822956034,83.28839433511128,57.99723388788939,490,224.32554717675188,146.9715310475645,0.7307338605848813,0.0,0.10869965054257863,0.0001839249586168843,0.15983078903807246,0.000551774875850653,0.5962847158359389,0.38532278830237265,0.01839249586168843,0.0,0.0007356998344675372,0.10869965054257863,0.16258966341732572,0.7274232113297775,0.000551774875850653
031c0c58,4.0,471.0552893475857,1729186,529769.0622926649,367350.8229933551,128.57464061924068,80.27063628675197,337,188.72687062292664,102.66131742555213,0.8503501658680428,0.0,0.034647991153704386,0.0,0.11315886472539624,0.0018429782528566164,0.6852193144120899,0.2956137117582013,0.01916697382970881,0.0,0.0,0.034647991153704386,0.19056395134537413,0.7729450792480649,0.0018429782528566164
034d61db,4.5,44.59663394109397,1799538,626599.2294530154,334057.8335484147,101.48807854137448,33.4890334301188,562,286.7023842917251,162.87404264695834,0.9755960729312763,0.0,0.01570827489481066,0.0,0.008695652173913044,0.0,0.7974754558204769,0.18653576437587657,0.015988779803646564,0.0,0.0,0.01570827489481066,0.1803646563814867,0.8039270687237027,0.0
035f09fc,3.5,503.9730296673659,1804761,760654.1222655079,386061.0945026885,115.47977225052442,61.75672393373255,407,214.01827989211867,118.25159117080185,0.8231944860653282,0.0,0.08900209769253821,0.0,0.08540605334132455,0.00239736290080911,0.6646688642493257,0.3167515732694037,0.0185795624812706,0.0,0.0005993407252022775,0.08900209769253821,0.17830386574767756,0.7296973329337728,0.00239736290080911
036cfd42,4.5,1899.8220150292234,1790074,807381.655580295,489585.4558490155,86.06206512663512,60.34284363422148,641,313.7126356804898,181.31634718966131,0.7305872529919287,0.0,0.11299749512941831,0.0,0.15627609240189258,0.00013915947676036738,0.5786251043696076,0.406067353186752,0.015307542443640411,0.0,0.00013915947676036738,0.11299749512941831,0.18758697467297522,0.6991372112440857,0.00013915947676036738
0395b217,5.5,493.57956577266924,1669898,595084.3923371647,327143.1597783432,86.78033205619413,43.358492679897786,471,237.1264367816092,136.71142751553356,0.8250319284802043,0.0,0.04418901660280971,0.0,0.1305236270753512,0.0002554278416347382,0.6625798212005108,0.3223499361430396,0.015070242656449554,0.0,0.0,0.04418901660280971,0.1872286079182631,0.7683269476372925,0.0002554278416347382
03971ddf,4.5,758.5813836054537,1803382,1082944.8276384447,536273.907938996,72.83470796162263,70.49787073606959,327,228.80154856084835,87.33819770722519,0.3570106042753745,0.0,0.6152162935532739,0.000168321831341525,0.0276047803400101,0.0,0.289513549907423,0.7035852550075745,0.006901195085002525,0.0,0.00033664366268305,0.6152162935532739,0.07422992762161253,0.31021713516243055,0.0
040c429b,5.0,1531.7508242234946,1751113,799211.9486378622,513480.1167639962,101.40308866909595,65.00039866513482,530,251.9364914107236,173.65694414931045,0.7520388686448031,0.0,0.024292903001908728,0.0,0.22366822835328823,0.0,0.5877147319104633,0.39493319451674475,0.01735207357279195,0.0,0.00034704147145583897,0.024292903001908728,0.21221585979524554,0.7631441957313899,0.0
0417d421,3.0,508.5999136814847,730823,399877.46741476044,203403.8858329382,112.1687526974536,42.55943227233408,271,131.46396201985326,74.6228520774386,0.8221838584376349,0.0,0.022874406560207165,0.0,0.15494173500215797,0.0,0.6512731981009927,0.3284419507984463,0.02028485110056107,0.0,0.0,0.022874406560207165,0.2080276219249029,0.7690979715148899,0.0
0432f117,4.0,731.3417132216015,1784913,711429.5782122905,491859.7967244429,111.97517070142769,84.67437127293947,396,199.26381129733085,116.56473746108647,0.8606455617628802,0.0,0.048106765983860954,0.00031036623215394165,0.09000620732464308,0.000931098696461825,0.7098075729360646,0.2743637492240844,0.015828677839851025,0.0,0.000931098696461825,0.048106765983860954,0.164804469273743,0.7852265673494724,0.000931098696461825
0445b534,3.5,94.3877430760165,1963106,1070293.1078373601,581647.5614091322,62.227460223924574,22.31158268493258,214,99.61579257513259,62.188163084352425,0.8373600471420153,0.0,0.12610489098408956,0.0,0.03594578668238067,0.0005892751915144372,0.6764879198585739,0.30288744843842075,0.020624631703005304,0.0,0.0029463759575721863,0.12610489098408956,0.17619328226281675,0.6941661756040071,0.0005892751915144372
044b274d,6.0,1425.4012387010378,1717163,767756.9363910278,420068.87094971316,77.43170405088718,48.12912280474529,531,265.42082356879814,157.14002711426326,0.778875125544024,0.0,0.041513223970539005,0.00016739203213927018,0.17693337797120856,0.0025108804820890528,0.6355875460328089,0.3461667224640107,0.01824573150318045,0.0,0.001171744224974891,0.041513223970539005,0.18312688316036158,0.7716772681620355,0.0025108804820890523
044c5c54,1.0,87.88625954198473,1091101,559464.2022900763,349741.3017327169,65.06259541984733,25.46080837899938,213,103.81603053435114,60.75949572178627,0.932824427480916,0.0,0.009923664122137405,0.0,0.05725190839694656,0.0,0.7473282442748092,0.24274809160305344,0.009923664122137405,0.0,0.0007633587786259542,0.009923664122137405,0.2015267175572519,0.7877862595419848,0.0
048fd254,4.0,192.55002243158367,1774835,525939.4975325258,339591.1511263604,85.70165993719156,70.82673058067739,296,157.08254822790488,93.61609602027896,0.8272768057424854,0.0,0.10587707492148946,0.0,0.06684611933602512,0.0,0.6545536114849708,0.3252579632122028,0.020188425302826378,0.0,0.0,0.10587707492148946,0.18528488111260655,0.708838043965904,0.0
04b88b3e,4.0,609.5810287610619,1798116,680512.9756637168,463181.63072327204,108.94745575221239,73.09790326955141,514,253.55475663716814,153.22606912508658,0.8857853982300885,0.0,0.03263274336283186,0.0,0.08075221238938053,0.000829646017699115,0.7032632743362832,0.2704646017699115,0.02627212389380531,0.0,0.0,0.03263274336283186,0.19607300884955753,0.7704646017699115,0.000829646017699115
04c5f885,3.0,91.22814207650273,1760232,325145.4856557377,225459.38982334977,128.39275956284152,36.93758163831696,205,103.3346994535519,59.47946909244086,0.9269125683060109,0.0,0.014344262295081968,0.0,0.05874316939890711,0.0,0.7418032786885246,0.24726775956284153,0.01092896174863388,0.0,0.0,0.014344262295081968,0.19603825136612021,0.7896174863387978,0.0
04e37b6b,3.0,75.67634252539914,1782425,986787.3497822932,526984.5718335728,105.53507498790518,29.279755279826915,282,144.1228834059023,82.2824356686281,0.9143686502177069,0.0,0.0324141267537494,0.0,0.053217223028543786,0.0,0.7479438800193517,0.23463957426221577,0.01741654571843251,0.0,0.0,0.0324141267537494,0.18093855829704886,0.7866473149492017,0.0
04e63aec,4.0,1615.928716559431,1812216,741933.0506264815,419408.8935736878,114.55333559092449,90.94787491998993,426,209.74652895360651,134.569494874185,0.6405350491026075,0.0,0.13156112428039282,0.0,0.22756518794446326,0.0003386386725364037,0.50846596681341,0.48018963765662037,0.011344395529969523,0.0,0.0,0.13156112428039282,0.17981713511683034,0.6882831019302404,0.0003386386725364037
04f83ccb,5.0,831.7506457723438,1853354,841204.9311176167,516877.3886878975,67.74427415188566,47.328687842827414,670,326.88186671258825,195.39654556138103,0.7427242982607198,0.0,0.12278284828655071,0.0,0.13449285345272946,0.0,0.5853280523506114,0.4021009126915791,0.01257103495780954,0.0,0.0,0.12278284828655071,0.18959876011710006,0.6876183915963492,0.0
052a7811,3.5,376.0003865481252,1793685,636439.4797062235,315653.3266148212,87.67645921917278,139.39109407023412,303,148.39737147274835,90.03260452235556,0.7955160417471975,0.0,0.11557788944723618,0.0,0.08658678005411674,0.0023192887514495554,0.6370313103981445,0.3498260533436413,0.013142636258214147,0.0,0.0023192887514495554,0.11557788944723618,0.177425589485891,0.7023579435639737,0.0023192887514495554
052b25e1,5.0,761.7402646502835,1831591,953310.6279773157,509998.0136671099,57.27504725897921,58.22218480288613,741,371.20756143667296,219.61136632954006,0.916257088846881,0.0,0.016446124763705106,0.0001890359168241966,0.06540642722117203,0.0017013232514177694,0.7379962192816635,0.24574669187145556,0.01625708884688091,0.0,0.0007561436672967864,0.016446124763705106,0.1948960302457467,0.7862003780718336,0.0017013232514177694
052cf3a6,2.5,99.02546583850932,1778839,851609.3074534162,420136.4518794802,100.9192546583851,47.49617434533938,212,108.08198757763975,59.22487287626123,0.8503105590062112,0.0,0.09875776397515527,0.0,0.05093167701863354,0.0,0.6670807453416149,0.31801242236024846,0.014906832298136646,0.0,0.0,0.09875776397515527,0.19254658385093168,0.7086956521739131,0.0
053be4e5,3.0,1215.6468494871258,2122852,789556.7054636801,537217.0655296164,97.17437722419929,39.53630348280729,422,246.02281766799246,128.86028924473456,0.7580071174377224,0.0,0.01674691228804689,0.0,0.22524597027423068,0.0,0.6112622985137115,0.3722001256018422,0.016537575884446307,0.0,0.0,0.01674691228804689,0.18924010885492987,0.7940129788570233,0.0
05624ab0,3.5,116.27445339470655,1781886,235748.4073647871,289442.66911470966,125.15132336018412,46.945167012051904,234,131.73532796317608,73.21687349708411,0.8555811277330264,0.0,0.015535097813578827,0.0,0.12888377445339472,0.0,0.6869965477560415,0.2911392405063291,0.02186421173762946,0.0,0.0,0.015535097813578827,0.1915995397008055,0.7928653624856157,0.0
056c41fc,2.5,284.3522988505747,1789219,599067.4712643678,388465.22044924396,115.69655172413793,34.7240644964351,207,106.64080459770115,64.09002304556728,0.8172413793103448,0.0,0.051149425287356325,0.0,0.13160919540229885,0.0,0.6436781609195402,0.3471264367816092,0.009195402298850575,0.0,0.0,0.051149425287356325,0.20632183908045976,0.7425287356321839,0.0
05b35fa0,3.5,507.55892857142857,1786563,859711.5352678571,430649.8362739417,100.70892857142857,85.09076734612191,222,110.78705357142857,63.174320970486015,0.7848214285714286,0.0,0.044642857142857144,0.0,0.1705357142857143,0.0,0.6410714285714286,0.3495535714285714,0.009375,0.0,0.0004464285714285714,0.044642857142857144,0.17455357142857142,0.7803571428571429,0.0
05f425a4,3.5,172.47312588401698,1833722,828511.0159123056,477981.95312575216,56.904879773691654,49.198972343033546,400,205.52545968882603,117.86686350356996,0.8857850070721358,0.0,0.04384724186704385,0.0,0.07001414427157002,0.0003536067892503536,0.7072135785007072,0.268033946251768,0.024752475247524754,0.0,0.0003536067892503536,0.04384724186704385,0.19306930693069307,0.7623762376237624,0.0003536067892503536
05f8ca37,3.0,868.0412162162162,1843237,989227.6243243243,550892.4546162033,117.79662162162163,53.156071626222236,285,145.6070945945946,82.32989888918192,0.7631756756756757,0.0,0.01891891891891892,0.0,0.21756756756756757,0.00033783783783783786,0.6108108108108108,0.3706081081081081,0.018581081081081082,0.0,0.0,0.01891891891891892,0.1918918918918919,0.7888513513513513,0.00033783783783783786
06336d82,6.0,719.6993053258352,1749005,798927.1761495203,480035.07980347576,76.22858087992061,410.1538112709909,849,469.97585180284483,266.41586193930743,0.8352629837909361,0.0,0.11743301356268607,0.0,0.04730400264637777,0.0,0.6735031425736023,0.3122725769103539,0.014224280516043665,0.0,0.0,0.11743301356268607,0.16837578564340058,0.7141912007939133,0.0
064a82e9,4.5,654.4555001312681,1784046,751329.869519559,459133.1850885389,83.23260698346023,33.552009945446976,495,223.89131005513258,146.80148750545348,0.8495668154371226,0.0,0.025728537673930164,0.00026253609871357313,0.12444211079023365,0.0,0.6773431346810186,0.2974533998424783,0.02520346547650302,0.0,0.0,0.025728537673930164,0.19191388815962196,0.7823575741664479,0.0
0657fcde,4.5,341.1238038277512,1757699,768310.5924043062,430351.39899644116,103.09539473684211,43.46254355093731,491,242.8471889952153,144.46428305896836,0.9034090909090909,0.0,0.029605263157894735,0.0,0.06638755980861244,0.0005980861244019139,0.7111244019138756,0.256877990430622,0.03199760765550239,0.0,0.0,0.029605263157894735,0.20723684210526316,0.7625598086124402,0.0005980861244019139
0666fb4e,4.5,284.44365885992045,1807359,795279.478126381,469486.96257485193,96.59522757401679,266.3617464848858,670,325.1701281484755,194.32205369638066,0.9284136102518781,0.0,0.021210782147591693,0.0,0.05015466195315952,0.0002209456473707468,0.739946973044631,0.2412726469288555,0.018780380026513478,0.0,0.0,0.021210782147591693,0.19752540874944763,0.7810428634555899,0.0002209456473707468
069d668b,4.0,797.9814026439615,1719323,813416.7002016581,448537.41845009406,101.04077974456644,75.95914200814626,453,217.05534393905444,127.87764782263784,0.7665247591306297,0.0,0.06968406901187542,0.0,0.16289491373515572,0.0008962581223392337,0.6056464261707372,0.37396370154604525,0.020389872283217567,0.0,0.00022406453058480843,0.06968406901187542,0.20053775487340353,0.728657853461797,0.0008962581223392337
06cba5d7,3.5,510.33967485299206,1830788,505255.84469041857,302962.29559741425,94.86198547215497,47.88458562580239,397,199.65548253199586,120.7293390529689,0.8395019024558976,0.0,0.06848841231407818,0.0,0.09200968523002422,0.0,0.6668972673815289,0.3175371843652715,0.015565548253199585,0.0,0.0,0.06848841231407818,0.19128329297820823,0.7402282947077136,0.0
06e59db8,6.0,626.6040246673158,1807259,758408.5623174295,421943.4301992488,107.16244725738396,41.36810340041549,1037,515.4604024667316,304.01371895759866,0.9287568971113275,0.0,0.018500486854917234,0.0,0.052742616033755275,0.0,0.7327166504381695,0.25056799740344043,0.016715352158390134,0.0,0.0,0.018500486854917234,0.20756247971437844,0.7739370334307043,0.0
06f33221,4.5,694.4926203208556,1892000,885110.6183957219,509119.3053563466,94.04106951871658,71.01430321532402,336,166.29005347593582,98.68781651162416,0.5961497326203209,0.0,0.293903743315508,0.0,0.1093048128342246,0.0006417112299465241,0.4844919786096257,0.5016042780748663,0.013903743315508022,0.0,0.0006417112299465241,0.293903743315508,0.133475935828877,0.5713368983957219,0.0006417112299465241
073b3535,4.0,608.2353915306364,1798871,838175.7028625503,560882.992321308,113.91672581026732,41.40378856340364,673,327.7234445233026,186.94389860949866,0.8933049444050154,0.0,0.05488526141471493,0.0,0.051809794180269694,0.0,0.7064111663118051,0.2777383487106695,0.01585048497752543,0.0,0.0,0.05488526141471493,0.196120179796546,0.7489945587887391,0.0
075f92a5,4.5,772.294129595775,1831663,991457.0359536868,483895.55319645436,65.80134064594759,51.41927493512615,659,308.22222222222223,183.0845427516293,0.8527320739386552,0.0,0.02782855982124721,0.0,0.11923623806621979,0.00020312817387771684,0.680073126142596,0.307739183424741,0.01218769043266301,0.0,0.00020312817387771684,0.02782855982124721,0.19459679057485274,0.7771683932561446,0.00020312817387771684
077ee03e,4.0,1244.237887136614,1739287,971374.813034391,444049.7519583928,91.00247007410222,61.08837858135057,546,244.02052061561847,156.2651982931595,0.817214516435493,0.0,0.011210336310089303,0.0,0.17100513015390462,0.0005700171005130154,0.6625498764962949,0.3294698840965229,0.007980239407182215,0.0,0.0003800114003420103,0.011210336310089303,0.1890556716701501,0.7987839635189056,0.0005700171005130154
078a6196,4.5,893.8995762711864,3804333,2155595.85720339,965529.6401942271,131.66631355932202,218.45939483807715,551,261.04533898305084,169.50945410892913,0.8201271186440678,0.0,0.06313559322033899,0.000211864406779661,0.11186440677966102,0.004661016949152543,0.6663135593220338,0.3190677966101695,0.01461864406779661,0.0,0.000847457627118644,0.06313559322033899,0.17690677966101695,0.7544491525423729,0.004661016949152543
